ranking,avatar_address,ticker,amount,rate
8,bded05BFE1A606ba9F84013925601e80E0c0F68D,RUNESTONE_FENRIR3,60,0
8,bded05BFE1A606ba9F84013925601e80E0c0F68D,RUNESTONE_FENRIR2,330,0
9,c596C30D82813DA5Fbfcc22Da8F18Dd381b81E03,RUNESTONE_FENRIR1,1000,0
9,c596C30D82813DA5Fbfcc22Da8F18Dd381b81E03,RUNESTONE_FENRIR3,60,0
9,c596C30D82813DA5Fbfcc22Da8F18Dd381b81E03,RUNESTONE_FENRIR2,330,0
10,27D09b1898E0A6f22D04Ec656D8d811b4d14a81b,RUNESTONE_FENRIR2,330,0
10,27D09b1898E0A6f22D04Ec656D8d811b4d14a81b,RUNESTONE_FENRIR1,1000,0
10,27D09b1898E0A6f22D04Ec656D8d811b4d14a81b,RUNESTONE_FENRIR3,60,0
11,93B36E9DB49E289F80483c336a0dC3b4bf2cb41d,RUNESTONE_FENRIR3,50,0
11,93B36E9DB49E289F80483c336a0dC3b4bf2cb41d,RUNESTONE_FENRIR1,560,0
11,93B36E9DB49E289F80483c336a0dC3b4bf2cb41d,RUNESTONE_FENRIR2,150,0
12,2ffd59CF7c5ed6Dcee1Be4FB95e8fC31D18d88Ac,RUNESTONE_FENRIR3,50,0
12,2ffd59CF7c5ed6Dcee1Be4FB95e8fC31D18d88Ac,RUNESTONE_FENRIR1,560,0
12,2ffd59CF7c5ed6Dcee1Be4FB95e8fC31D18d88Ac,RUNESTONE_FENRIR2,150,0
13,6dbFFeEC4d103f5aDa4c7050249FF877C0cb20B3,RUNESTONE_FENRIR2,150,0
13,6dbFFeEC4d103f5aDa4c7050249FF877C0cb20B3,RUNESTONE_FENRIR1,560,0
13,6dbFFeEC4d103f5aDa4c7050249FF877C0cb20B3,RUNESTONE_FENRIR3,50,0
14,0e9D5F7429F588086b6135669E85d26b5d889D12,RUNESTONE_FENRIR3,50,0
14,0e9D5F7429F588086b6135669E85d26b5d889D12,RUNESTONE_FENRIR2,150,0
14,0e9D5F7429F588086b6135669E85d26b5d889D12,RUNESTONE_FENRIR1,560,0
15,3CCF8781c0c55aE2f882f429aDC990C9BcE30E9f,RUNESTONE_FENRIR2,150,0
15,3CCF8781c0c55aE2f882f429aDC990C9BcE30E9f,RUNESTONE_FENRIR3,50,0
15,3CCF8781c0c55aE2f882f429aDC990C9BcE30E9f,RUNESTONE_FENRIR1,560,0
16,e647582faBF2D5904520b2587084b9d87E350EF0,RUNESTONE_FENRIR2,150,0
16,e647582faBF2D5904520b2587084b9d87E350EF0,RUNESTONE_FENRIR3,50,0
16,e647582faBF2D5904520b2587084b9d87E350EF0,RUNESTONE_FENRIR1,560,0
17,CC37c4ABBd96F978Af5ed3b85F6346f0029Fa4B6,RUNESTONE_FENRIR2,150,0
17,CC37c4ABBd96F978Af5ed3b85F6346f0029Fa4B6,RUNESTONE_FENRIR1,560,0
17,CC37c4ABBd96F978Af5ed3b85F6346f0029Fa4B6,RUNESTONE_FENRIR3,50,0
18,FD3Ac1723aF2AE1d8147c4b13b24C718A20693Cd,RUNESTONE_FENRIR3,50,0
18,FD3Ac1723aF2AE1d8147c4b13b24C718A20693Cd,RUNESTONE_FENRIR2,150,0
18,FD3Ac1723aF2AE1d8147c4b13b24C718A20693Cd,RUNESTONE_FENRIR1,560,0
19,b2eB00B1d3613b630ACb81EA81a7198c5CCC6BE5,RUNESTONE_FENRIR3,50,1
19,b2eB00B1d3613b630ACb81EA81a7198c5CCC6BE5,RUNESTONE_FENRIR2,150,1
19,b2eB00B1d3613b630ACb81EA81a7198c5CCC6BE5,RUNESTONE_FENRIR1,560,1
20,d0981D215AFCbc3130076989821DA118a1b134C1,RUNESTONE_FENRIR3,50,1
20,d0981D215AFCbc3130076989821DA118a1b134C1,RUNESTONE_FENRIR1,560,1
20,d0981D215AFCbc3130076989821DA118a1b134C1,RUNESTONE_FENRIR2,150,1
21,7d58F6271297f66Ee2E68EFaF094bDE796d01BC7,RUNESTONE_FENRIR2,150,1
21,7d58F6271297f66Ee2E68EFaF094bDE796d01BC7,RUNESTONE_FENRIR1,560,1
21,7d58F6271297f66Ee2E68EFaF094bDE796d01BC7,RUNESTONE_FENRIR3,50,1
22,F15D23B414dd00Bac8C14A9d943B11E8A8a06EbB,RUNESTONE_FENRIR3,50,1
22,F15D23B414dd00Bac8C14A9d943B11E8A8a06EbB,RUNESTONE_FENRIR2,150,1
22,F15D23B414dd00Bac8C14A9d943B11E8A8a06EbB,RUNESTONE_FENRIR1,560,1
23,9e4405DFd2b25d31a491Fe693f08229cd6490804,RUNESTONE_FENRIR1,560,1
23,9e4405DFd2b25d31a491Fe693f08229cd6490804,RUNESTONE_FENRIR2,150,1
23,9e4405DFd2b25d31a491Fe693f08229cd6490804,RUNESTONE_FENRIR3,50,1
24,Fe624725cAc2eebb70c2634fC7a2eaabACC8f71C,RUNESTONE_FENRIR1,560,1
24,Fe624725cAc2eebb70c2634fC7a2eaabACC8f71C,RUNESTONE_FENRIR2,150,1
24,Fe624725cAc2eebb70c2634fC7a2eaabACC8f71C,RUNESTONE_FENRIR3,50,1
25,77390AD2518De1D7Bb6e1BF3b6Dcec3a2cfa65e2,RUNESTONE_FENRIR3,50,1
25,77390AD2518De1D7Bb6e1BF3b6Dcec3a2cfa65e2,RUNESTONE_FENRIR2,150,1
25,77390AD2518De1D7Bb6e1BF3b6Dcec3a2cfa65e2,RUNESTONE_FENRIR1,560,1
26,00fEaD3878CE724deac3286e6EF3960feA83E370,RUNESTONE_FENRIR3,50,1
26,00fEaD3878CE724deac3286e6EF3960feA83E370,RUNESTONE_FENRIR2,150,1
26,00fEaD3878CE724deac3286e6EF3960feA83E370,RUNESTONE_FENRIR1,560,1
27,7C571a11f7cCBd54934596a6E3fbd18EF64a812d,RUNESTONE_FENRIR2,150,1
27,7C571a11f7cCBd54934596a6E3fbd18EF64a812d,RUNESTONE_FENRIR3,50,1
27,7C571a11f7cCBd54934596a6E3fbd18EF64a812d,RUNESTONE_FENRIR1,560,1
28,017c1a566E21094091ceb6C2866E9B533F4c1f90,RUNESTONE_FENRIR2,150,1
28,017c1a566E21094091ceb6C2866E9B533F4c1f90,RUNESTONE_FENRIR1,560,1
28,017c1a566E21094091ceb6C2866E9B533F4c1f90,RUNESTONE_FENRIR3,50,1
29,2692D73A42627f137B42CC819726f25580a23137,RUNESTONE_FENRIR1,560,1
29,2692D73A42627f137B42CC819726f25580a23137,RUNESTONE_FENRIR2,150,1
29,2692D73A42627f137B42CC819726f25580a23137,RUNESTONE_FENRIR3,50,1
30,acEAef2b1c677eD3689e7f344ecBB5Ae0f1ed4f4,RUNESTONE_FENRIR2,150,1
30,acEAef2b1c677eD3689e7f344ecBB5Ae0f1ed4f4,RUNESTONE_FENRIR3,50,1
30,acEAef2b1c677eD3689e7f344ecBB5Ae0f1ed4f4,RUNESTONE_FENRIR1,560,1
31,BbccF7842070c16310007D8A23385812C737d685,RUNESTONE_FENRIR1,560,1
31,BbccF7842070c16310007D8A23385812C737d685,RUNESTONE_FENRIR3,50,1
31,BbccF7842070c16310007D8A23385812C737d685,RUNESTONE_FENRIR2,150,1
32,2cbFCB6fECbCaF3D6E3dfe9290Cd393a143eb23B,RUNESTONE_FENRIR2,150,1
32,2cbFCB6fECbCaF3D6E3dfe9290Cd393a143eb23B,RUNESTONE_FENRIR1,560,1
32,2cbFCB6fECbCaF3D6E3dfe9290Cd393a143eb23B,RUNESTONE_FENRIR3,50,1
33,15D001bBA3F3bd8D9FBb28F3847f78760B37A17D,RUNESTONE_FENRIR2,150,1
33,15D001bBA3F3bd8D9FBb28F3847f78760B37A17D,RUNESTONE_FENRIR1,560,1
33,15D001bBA3F3bd8D9FBb28F3847f78760B37A17D,RUNESTONE_FENRIR3,50,1
34,3E99CeAed6a963895d8354D015D4fef3fD5EB4e7,RUNESTONE_FENRIR3,50,1
34,3E99CeAed6a963895d8354D015D4fef3fD5EB4e7,RUNESTONE_FENRIR1,560,1
34,3E99CeAed6a963895d8354D015D4fef3fD5EB4e7,RUNESTONE_FENRIR2,150,1
35,1F8d5e0D201B7232cE3BC8d630d09E3F9107CceE,RUNESTONE_FENRIR2,150,1
35,1F8d5e0D201B7232cE3BC8d630d09E3F9107CceE,RUNESTONE_FENRIR3,50,1
35,1F8d5e0D201B7232cE3BC8d630d09E3F9107CceE,RUNESTONE_FENRIR1,560,1
36,f484E8AC1DFbD44EfE89F8d3A47e7D0eEd8121F0,RUNESTONE_FENRIR3,50,1
36,f484E8AC1DFbD44EfE89F8d3A47e7D0eEd8121F0,RUNESTONE_FENRIR1,560,1
36,f484E8AC1DFbD44EfE89F8d3A47e7D0eEd8121F0,RUNESTONE_FENRIR2,150,1
37,1a155C59a73D024a70Ca9fe280ba719359072170,RUNESTONE_FENRIR3,50,2
37,1a155C59a73D024a70Ca9fe280ba719359072170,RUNESTONE_FENRIR1,560,2
37,1a155C59a73D024a70Ca9fe280ba719359072170,RUNESTONE_FENRIR2,150,2
38,c7f50198fe238fC3d1bFB4330139C18e1feC4F3A,RUNESTONE_FENRIR1,560,2
38,c7f50198fe238fC3d1bFB4330139C18e1feC4F3A,RUNESTONE_FENRIR3,50,2
38,c7f50198fe238fC3d1bFB4330139C18e1feC4F3A,RUNESTONE_FENRIR2,150,2
39,f86881a2A01fc155772083ec8C55b56A710B53AB,RUNESTONE_FENRIR3,50,2
39,f86881a2A01fc155772083ec8C55b56A710B53AB,RUNESTONE_FENRIR1,560,2
39,f86881a2A01fc155772083ec8C55b56A710B53AB,RUNESTONE_FENRIR2,150,2
40,f3B82E4571476C70A836B3a217FC1D34E4e6C725,RUNESTONE_FENRIR3,50,2
40,f3B82E4571476C70A836B3a217FC1D34E4e6C725,RUNESTONE_FENRIR2,150,2
40,f3B82E4571476C70A836B3a217FC1D34E4e6C725,RUNESTONE_FENRIR1,560,2
41,c5762ab6bA166a6c378681d0C3dB4Fb3da5Df70A,RUNESTONE_FENRIR1,560,2
41,c5762ab6bA166a6c378681d0C3dB4Fb3da5Df70A,RUNESTONE_FENRIR2,150,2
41,c5762ab6bA166a6c378681d0C3dB4Fb3da5Df70A,RUNESTONE_FENRIR3,50,2
42,d0190D103ecC827F6145C9aa79d9BB8CCBEeE875,RUNESTONE_FENRIR1,560,2
42,d0190D103ecC827F6145C9aa79d9BB8CCBEeE875,RUNESTONE_FENRIR3,50,2
42,d0190D103ecC827F6145C9aa79d9BB8CCBEeE875,RUNESTONE_FENRIR2,150,2
43,2DB02d98129DaAcBB9730E5147f3FE10505f8D65,RUNESTONE_FENRIR3,50,2
43,2DB02d98129DaAcBB9730E5147f3FE10505f8D65,RUNESTONE_FENRIR1,560,2
43,2DB02d98129DaAcBB9730E5147f3FE10505f8D65,RUNESTONE_FENRIR2,150,2
44,3b7a47daAece48807Fc00a310B05BD9f5D26736e,RUNESTONE_FENRIR1,560,2
44,3b7a47daAece48807Fc00a310B05BD9f5D26736e,RUNESTONE_FENRIR2,150,2
44,3b7a47daAece48807Fc00a310B05BD9f5D26736e,RUNESTONE_FENRIR3,50,2
45,4eAd446eAF8b3f406C7b03539f9Ccef4721f25b7,RUNESTONE_FENRIR2,150,2
45,4eAd446eAF8b3f406C7b03539f9Ccef4721f25b7,RUNESTONE_FENRIR3,50,2
45,4eAd446eAF8b3f406C7b03539f9Ccef4721f25b7,RUNESTONE_FENRIR1,560,2
46,83D1Ce98Cc3821766b0Cb3963513F50200A84b0E,RUNESTONE_FENRIR2,150,2
46,83D1Ce98Cc3821766b0Cb3963513F50200A84b0E,RUNESTONE_FENRIR1,560,2
46,83D1Ce98Cc3821766b0Cb3963513F50200A84b0E,RUNESTONE_FENRIR3,50,2
47,5b05a3cDF7e53845e5B9939C7668dd3Af6248Fef,RUNESTONE_FENRIR1,560,2
47,5b05a3cDF7e53845e5B9939C7668dd3Af6248Fef,RUNESTONE_FENRIR2,150,2
47,5b05a3cDF7e53845e5B9939C7668dd3Af6248Fef,RUNESTONE_FENRIR3,50,2
48,8aDFB6a557527270cA42A9f9BB9B120D8F023415,RUNESTONE_FENRIR2,150,2
48,8aDFB6a557527270cA42A9f9BB9B120D8F023415,RUNESTONE_FENRIR1,560,2
48,8aDFB6a557527270cA42A9f9BB9B120D8F023415,RUNESTONE_FENRIR3,50,2
49,B260C59Ee2F14f0212AfFCc454196133E6622a4a,RUNESTONE_FENRIR3,50,2
49,B260C59Ee2F14f0212AfFCc454196133E6622a4a,RUNESTONE_FENRIR2,150,2
49,B260C59Ee2F14f0212AfFCc454196133E6622a4a,RUNESTONE_FENRIR1,560,2
50,bD4Af00c622420b2C506C3401A68BCC282df3eAB,RUNESTONE_FENRIR2,150,2
50,bD4Af00c622420b2C506C3401A68BCC282df3eAB,RUNESTONE_FENRIR1,560,2
50,bD4Af00c622420b2C506C3401A68BCC282df3eAB,RUNESTONE_FENRIR3,50,2
51,648597D958A49Da45ac51f9DB734D7aBee8612Df,RUNESTONE_FENRIR3,50,2
51,648597D958A49Da45ac51f9DB734D7aBee8612Df,RUNESTONE_FENRIR1,560,2
51,648597D958A49Da45ac51f9DB734D7aBee8612Df,RUNESTONE_FENRIR2,150,2
52,cAD62651E8329309451b156234815E329e5a15C6,RUNESTONE_FENRIR2,150,2
52,cAD62651E8329309451b156234815E329e5a15C6,RUNESTONE_FENRIR3,50,2
52,cAD62651E8329309451b156234815E329e5a15C6,RUNESTONE_FENRIR1,560,2
53,b01f6De457098901535214FBCcD3748C0d2708ed,RUNESTONE_FENRIR1,560,2
53,b01f6De457098901535214FBCcD3748C0d2708ed,RUNESTONE_FENRIR3,50,2
53,b01f6De457098901535214FBCcD3748C0d2708ed,RUNESTONE_FENRIR2,150,2
54,B564A8391f2b2B7f1ffFd532353d25a7Dc3D6432,RUNESTONE_FENRIR2,150,2
54,B564A8391f2b2B7f1ffFd532353d25a7Dc3D6432,RUNESTONE_FENRIR1,560,2
54,B564A8391f2b2B7f1ffFd532353d25a7Dc3D6432,RUNESTONE_FENRIR3,50,2
55,7386c20482D68B52DD6A7003a3f58c1F3F4161Aa,RUNESTONE_FENRIR1,560,2
55,7386c20482D68B52DD6A7003a3f58c1F3F4161Aa,RUNESTONE_FENRIR2,150,2
55,7386c20482D68B52DD6A7003a3f58c1F3F4161Aa,RUNESTONE_FENRIR3,50,2
56,AF626771c3B5ef1182dd1eF4B7D9aed3BFAC4d95,RUNESTONE_FENRIR1,560,3
56,AF626771c3B5ef1182dd1eF4B7D9aed3BFAC4d95,RUNESTONE_FENRIR3,50,3
56,AF626771c3B5ef1182dd1eF4B7D9aed3BFAC4d95,RUNESTONE_FENRIR2,150,3
57,D8a8322ac3ec1DB363225E3a0e0e1F956D65eeF3,RUNESTONE_FENRIR2,150,3
57,D8a8322ac3ec1DB363225E3a0e0e1F956D65eeF3,RUNESTONE_FENRIR1,560,3
57,D8a8322ac3ec1DB363225E3a0e0e1F956D65eeF3,RUNESTONE_FENRIR3,50,3
58,DD21DCc1A9d393550A49999363e383c8409Ee1A2,RUNESTONE_FENRIR2,150,3
58,DD21DCc1A9d393550A49999363e383c8409Ee1A2,RUNESTONE_FENRIR3,50,3
58,DD21DCc1A9d393550A49999363e383c8409Ee1A2,RUNESTONE_FENRIR1,560,3
59,1226137BC21b3B7033da0bFeaee82f9eA1A22476,RUNESTONE_FENRIR2,150,3
59,1226137BC21b3B7033da0bFeaee82f9eA1A22476,RUNESTONE_FENRIR1,560,3
59,1226137BC21b3B7033da0bFeaee82f9eA1A22476,RUNESTONE_FENRIR3,50,3
60,0278B2cA3a7970fE27bfd0506d01d0d1d20cB3a6,RUNESTONE_FENRIR1,560,3
60,0278B2cA3a7970fE27bfd0506d01d0d1d20cB3a6,RUNESTONE_FENRIR2,150,3
60,0278B2cA3a7970fE27bfd0506d01d0d1d20cB3a6,RUNESTONE_FENRIR3,50,3
61,259e026771BFC59fB5BC17c20A2e6512f3c26c3A,RUNESTONE_FENRIR1,560,3
61,259e026771BFC59fB5BC17c20A2e6512f3c26c3A,RUNESTONE_FENRIR2,150,3
61,259e026771BFC59fB5BC17c20A2e6512f3c26c3A,RUNESTONE_FENRIR3,50,3
62,514708D19753a3589548ec05bfA5787D66eBab37,RUNESTONE_FENRIR2,150,3
62,514708D19753a3589548ec05bfA5787D66eBab37,RUNESTONE_FENRIR3,50,3
62,514708D19753a3589548ec05bfA5787D66eBab37,RUNESTONE_FENRIR1,560,3
63,d4DB6b284434fc37568DFb78eDc4f11331F9ec74,RUNESTONE_FENRIR2,150,3
63,d4DB6b284434fc37568DFb78eDc4f11331F9ec74,RUNESTONE_FENRIR3,50,3
63,d4DB6b284434fc37568DFb78eDc4f11331F9ec74,RUNESTONE_FENRIR1,560,3
64,958a5F1AA335F015bFc9982A99Fe6a802a876819,RUNESTONE_FENRIR3,50,3
64,958a5F1AA335F015bFc9982A99Fe6a802a876819,RUNESTONE_FENRIR1,560,3
64,958a5F1AA335F015bFc9982A99Fe6a802a876819,RUNESTONE_FENRIR2,150,3
65,6eB870B6dd1ecf8693442f9dA0FbaE14D731d365,RUNESTONE_FENRIR1,560,3
65,6eB870B6dd1ecf8693442f9dA0FbaE14D731d365,RUNESTONE_FENRIR3,50,3
65,6eB870B6dd1ecf8693442f9dA0FbaE14D731d365,RUNESTONE_FENRIR2,150,3
66,017f5Dd20ca19Ff3E3670E4f20497F8dD26aF212,RUNESTONE_FENRIR3,50,3
66,017f5Dd20ca19Ff3E3670E4f20497F8dD26aF212,RUNESTONE_FENRIR2,150,3
66,017f5Dd20ca19Ff3E3670E4f20497F8dD26aF212,RUNESTONE_FENRIR1,560,3
67,C4187C900B4535361Ab56e935bBf087B3Be95ceb,RUNESTONE_FENRIR3,50,3
67,C4187C900B4535361Ab56e935bBf087B3Be95ceb,RUNESTONE_FENRIR2,150,3
67,C4187C900B4535361Ab56e935bBf087B3Be95ceb,RUNESTONE_FENRIR1,560,3
68,ca9725C9b4c7C47C3F319cC5db8E849c908Fc719,RUNESTONE_FENRIR3,50,3
68,ca9725C9b4c7C47C3F319cC5db8E849c908Fc719,RUNESTONE_FENRIR1,560,3
68,ca9725C9b4c7C47C3F319cC5db8E849c908Fc719,RUNESTONE_FENRIR2,150,3
69,2B26B4bD5c3A169a2B03177bb3755F273749b302,RUNESTONE_FENRIR2,150,3
69,2B26B4bD5c3A169a2B03177bb3755F273749b302,RUNESTONE_FENRIR1,560,3
69,2B26B4bD5c3A169a2B03177bb3755F273749b302,RUNESTONE_FENRIR3,50,3
70,C7Cf617516c01d3bb6AE20707dE52B81113FC790,RUNESTONE_FENRIR1,560,3
70,C7Cf617516c01d3bb6AE20707dE52B81113FC790,RUNESTONE_FENRIR2,150,3
70,C7Cf617516c01d3bb6AE20707dE52B81113FC790,RUNESTONE_FENRIR3,50,3
71,2F67f6cEE46F8F4C1C01313c57014a9f53FCe208,RUNESTONE_FENRIR2,150,3
71,2F67f6cEE46F8F4C1C01313c57014a9f53FCe208,RUNESTONE_FENRIR3,50,3
71,2F67f6cEE46F8F4C1C01313c57014a9f53FCe208,RUNESTONE_FENRIR1,560,3
72,64102988B0ED8525Eaf8Cb15F7eF50A21431e18A,RUNESTONE_FENRIR1,560,3
72,64102988B0ED8525Eaf8Cb15F7eF50A21431e18A,RUNESTONE_FENRIR2,150,3
72,64102988B0ED8525Eaf8Cb15F7eF50A21431e18A,RUNESTONE_FENRIR3,50,3
73,211eeeA14d0a1Bb7DB6bccCe57c676F301695Ee6,RUNESTONE_FENRIR1,560,3
73,211eeeA14d0a1Bb7DB6bccCe57c676F301695Ee6,RUNESTONE_FENRIR2,150,3
73,211eeeA14d0a1Bb7DB6bccCe57c676F301695Ee6,RUNESTONE_FENRIR3,50,3
74,Edf9da3e82e38271b7c84Cf04f2A052C53DA92e3,RUNESTONE_FENRIR1,560,4
74,Edf9da3e82e38271b7c84Cf04f2A052C53DA92e3,RUNESTONE_FENRIR3,50,4
74,Edf9da3e82e38271b7c84Cf04f2A052C53DA92e3,RUNESTONE_FENRIR2,150,4
75,267C74fb329E3E6d5CDB0E222D083900CCc0FeEC,RUNESTONE_FENRIR1,560,4
75,267C74fb329E3E6d5CDB0E222D083900CCc0FeEC,RUNESTONE_FENRIR3,50,4
75,267C74fb329E3E6d5CDB0E222D083900CCc0FeEC,RUNESTONE_FENRIR2,150,4
76,108a6383b6D8183C0636d19b3e65Cf0a98CcCB54,RUNESTONE_FENRIR3,50,4
76,108a6383b6D8183C0636d19b3e65Cf0a98CcCB54,RUNESTONE_FENRIR1,560,4
76,108a6383b6D8183C0636d19b3e65Cf0a98CcCB54,RUNESTONE_FENRIR2,150,4
77,727208F580Dca7c5af9b375532411f1d4e59c2e2,RUNESTONE_FENRIR1,560,4
77,727208F580Dca7c5af9b375532411f1d4e59c2e2,RUNESTONE_FENRIR3,50,4
77,727208F580Dca7c5af9b375532411f1d4e59c2e2,RUNESTONE_FENRIR2,150,4
78,fe1F732ED4B81084319521dA9a36A783027139bd,RUNESTONE_FENRIR3,50,4
78,fe1F732ED4B81084319521dA9a36A783027139bd,RUNESTONE_FENRIR1,560,4
78,fe1F732ED4B81084319521dA9a36A783027139bd,RUNESTONE_FENRIR2,150,4
79,88eC7e7fDBFf202b024C108c0E205C0A7a6b5DDb,RUNESTONE_FENRIR1,560,4
79,88eC7e7fDBFf202b024C108c0E205C0A7a6b5DDb,RUNESTONE_FENRIR3,50,4
79,88eC7e7fDBFf202b024C108c0E205C0A7a6b5DDb,RUNESTONE_FENRIR2,150,4
80,7F9EB9E3A73a6F242cA4Aa2329e4F1cc8263417B,RUNESTONE_FENRIR2,150,4
80,7F9EB9E3A73a6F242cA4Aa2329e4F1cc8263417B,RUNESTONE_FENRIR3,50,4
80,7F9EB9E3A73a6F242cA4Aa2329e4F1cc8263417B,RUNESTONE_FENRIR1,560,4
81,5C73C44De81e3EC2cEEd53553F748c4B53175bC8,RUNESTONE_FENRIR3,50,4
81,5C73C44De81e3EC2cEEd53553F748c4B53175bC8,RUNESTONE_FENRIR1,560,4
81,5C73C44De81e3EC2cEEd53553F748c4B53175bC8,RUNESTONE_FENRIR2,150,4
82,89210CE8d4F5D1D6e750D4Cd2CA342e5D4ad037A,RUNESTONE_FENRIR2,150,4
82,89210CE8d4F5D1D6e750D4Cd2CA342e5D4ad037A,RUNESTONE_FENRIR1,560,4
82,89210CE8d4F5D1D6e750D4Cd2CA342e5D4ad037A,RUNESTONE_FENRIR3,50,4
83,47aA71EcDC6Ad942a9787FD6A6590A2c58d2C154,RUNESTONE_FENRIR2,150,4
83,47aA71EcDC6Ad942a9787FD6A6590A2c58d2C154,RUNESTONE_FENRIR3,50,4
83,47aA71EcDC6Ad942a9787FD6A6590A2c58d2C154,RUNESTONE_FENRIR1,560,4
84,Dc0D99002300a41739993cF91181A5A25F10bb5c,RUNESTONE_FENRIR3,50,4
84,Dc0D99002300a41739993cF91181A5A25F10bb5c,RUNESTONE_FENRIR2,150,4
84,Dc0D99002300a41739993cF91181A5A25F10bb5c,RUNESTONE_FENRIR1,560,4
85,928c09EaB804daDe4C8180945DF87b36d8d93dDE,RUNESTONE_FENRIR3,50,4
85,928c09EaB804daDe4C8180945DF87b36d8d93dDE,RUNESTONE_FENRIR2,150,4
85,928c09EaB804daDe4C8180945DF87b36d8d93dDE,RUNESTONE_FENRIR1,560,4
86,0BD82B3dac77Fb779AE16d178b3b1739ef89cc60,RUNESTONE_FENRIR1,560,4
86,0BD82B3dac77Fb779AE16d178b3b1739ef89cc60,RUNESTONE_FENRIR2,150,4
86,0BD82B3dac77Fb779AE16d178b3b1739ef89cc60,RUNESTONE_FENRIR3,50,4
87,9481CbFE326e323Faf3Dd22FB8Ca043659A43662,RUNESTONE_FENRIR2,150,4
87,9481CbFE326e323Faf3Dd22FB8Ca043659A43662,RUNESTONE_FENRIR1,560,4
87,9481CbFE326e323Faf3Dd22FB8Ca043659A43662,RUNESTONE_FENRIR3,50,4
88,C8cf929cEc2Ae1dAa45891E28461C3CF01c5a10c,RUNESTONE_FENRIR3,50,4
88,C8cf929cEc2Ae1dAa45891E28461C3CF01c5a10c,RUNESTONE_FENRIR1,560,4
88,C8cf929cEc2Ae1dAa45891E28461C3CF01c5a10c,RUNESTONE_FENRIR2,150,4
89,F2453f0348906Ab85e49bB8af126C58fe8E22482,RUNESTONE_FENRIR3,50,4
89,F2453f0348906Ab85e49bB8af126C58fe8E22482,RUNESTONE_FENRIR1,560,4
89,F2453f0348906Ab85e49bB8af126C58fe8E22482,RUNESTONE_FENRIR2,150,4
90,D8dB2304665b932C636498215F6f4df003C73ea1,RUNESTONE_FENRIR1,560,4
90,D8dB2304665b932C636498215F6f4df003C73ea1,RUNESTONE_FENRIR3,50,4
90,D8dB2304665b932C636498215F6f4df003C73ea1,RUNESTONE_FENRIR2,150,4
91,39a3609566Fa4888cf3Db68a4972A204884a656b,RUNESTONE_FENRIR3,50,4
91,39a3609566Fa4888cf3Db68a4972A204884a656b,RUNESTONE_FENRIR2,150,4
91,39a3609566Fa4888cf3Db68a4972A204884a656b,RUNESTONE_FENRIR1,560,4
92,046390987a424292bd44Ba7b92cB2CdDFEc7213e,RUNESTONE_FENRIR1,560,4
92,046390987a424292bd44Ba7b92cB2CdDFEc7213e,RUNESTONE_FENRIR3,50,4
92,046390987a424292bd44Ba7b92cB2CdDFEc7213e,RUNESTONE_FENRIR2,150,4
93,81279f10F9d5E661FD7862981629d1c0E4E6a771,RUNESTONE_FENRIR1,560,5
93,81279f10F9d5E661FD7862981629d1c0E4E6a771,RUNESTONE_FENRIR3,50,5
