ranking,avatar_address,ticker,amount,rate
11,3CCF8781c0c55aE2f882f429aDC990C9BcE30E9f,RUNESTONE_FENRIR3,50,0
12,01A0b412721b00bFb5D619378F8ab4E4a97646Ca,RUNESTONE_FENRIR1,560,0
12,01A0b412721b00bFb5D619378F8ab4E4a97646Ca,RUNESTONE_FENRIR2,150,0
12,01A0b412721b00bFb5D619378F8ab4E4a97646Ca,RUNESTONE_FENRIR3,50,0
13,b2eB00B1d3613b630ACb81EA81a7198c5CCC6BE5,RUNESTONE_FENRIR3,50,0
13,b2eB00B1d3613b630ACb81EA81a7198c5CCC6BE5,RUNESTONE_FENRIR1,560,0
13,b2eB00B1d3613b630ACb81EA81a7198c5CCC6BE5,RUNESTONE_FENRIR2,150,0
14,00fEaD3878CE724deac3286e6EF3960feA83E370,RUNESTONE_FENRIR2,150,0
14,00fEaD3878CE724deac3286e6EF3960feA83E370,RUNESTONE_FENRIR1,560,0
14,00fEaD3878CE724deac3286e6EF3960feA83E370,RUNESTONE_FENRIR3,50,0
15,77390AD2518De1D7Bb6e1BF3b6Dcec3a2cfa65e2,RUNESTONE_FENRIR3,50,0
15,77390AD2518De1D7Bb6e1BF3b6Dcec3a2cfa65e2,RUNESTONE_FENRIR2,150,0
15,77390AD2518De1D7Bb6e1BF3b6Dcec3a2cfa65e2,RUNESTONE_FENRIR1,560,0
16,F15D23B414dd00Bac8C14A9d943B11E8A8a06EbB,RUNESTONE_FENRIR2,150,0
16,F15D23B414dd00Bac8C14A9d943B11E8A8a06EbB,RUNESTONE_FENRIR1,560,0
16,F15D23B414dd00Bac8C14A9d943B11E8A8a06EbB,RUNESTONE_FENRIR3,50,0
17,C61b1b06D215aA369Df320B9907E90fa9aAe1539,RUNESTONE_FENRIR1,560,0
17,C61b1b06D215aA369Df320B9907E90fa9aAe1539,RUNESTONE_FENRIR2,150,0
17,C61b1b06D215aA369Df320B9907E90fa9aAe1539,RUNESTONE_FENRIR3,50,0
18,4Eee42F9d7B9A7cA49c3C63B8A422313C42346ab,RUNESTONE_FENRIR2,150,0
18,4Eee42F9d7B9A7cA49c3C63B8A422313C42346ab,RUNESTONE_FENRIR1,560,0
18,4Eee42F9d7B9A7cA49c3C63B8A422313C42346ab,RUNESTONE_FENRIR3,50,0
19,9e4405DFd2b25d31a491Fe693f08229cd6490804,RUNESTONE_FENRIR3,50,0
19,9e4405DFd2b25d31a491Fe693f08229cd6490804,RUNESTONE_FENRIR1,560,0
19,9e4405DFd2b25d31a491Fe693f08229cd6490804,RUNESTONE_FENRIR2,150,0
20,27D09b1898E0A6f22D04Ec656D8d811b4d14a81b,RUNESTONE_FENRIR1,560,1
20,27D09b1898E0A6f22D04Ec656D8d811b4d14a81b,RUNESTONE_FENRIR3,50,1
20,27D09b1898E0A6f22D04Ec656D8d811b4d14a81b,RUNESTONE_FENRIR2,150,1
21,1F8d5e0D201B7232cE3BC8d630d09E3F9107CceE,RUNESTONE_FENRIR2,150,1
21,1F8d5e0D201B7232cE3BC8d630d09E3F9107CceE,RUNESTONE_FENRIR1,560,1
21,1F8d5e0D201B7232cE3BC8d630d09E3F9107CceE,RUNESTONE_FENRIR3,50,1
22,93B36E9DB49E289F80483c336a0dC3b4bf2cb41d,RUNESTONE_FENRIR1,560,1
22,93B36E9DB49E289F80483c336a0dC3b4bf2cb41d,RUNESTONE_FENRIR2,150,1
22,93B36E9DB49E289F80483c336a0dC3b4bf2cb41d,RUNESTONE_FENRIR3,50,1
23,1a155C59a73D024a70Ca9fe280ba719359072170,RUNESTONE_FENRIR3,50,1
23,1a155C59a73D024a70Ca9fe280ba719359072170,RUNESTONE_FENRIR2,150,1
23,1a155C59a73D024a70Ca9fe280ba719359072170,RUNESTONE_FENRIR1,560,1
24,2DB02d98129DaAcBB9730E5147f3FE10505f8D65,RUNESTONE_FENRIR3,50,1
24,2DB02d98129DaAcBB9730E5147f3FE10505f8D65,RUNESTONE_FENRIR1,560,1
24,2DB02d98129DaAcBB9730E5147f3FE10505f8D65,RUNESTONE_FENRIR2,150,1
25,d0981D215AFCbc3130076989821DA118a1b134C1,RUNESTONE_FENRIR1,560,1
25,d0981D215AFCbc3130076989821DA118a1b134C1,RUNESTONE_FENRIR3,50,1
25,d0981D215AFCbc3130076989821DA118a1b134C1,RUNESTONE_FENRIR2,150,1
26,BbccF7842070c16310007D8A23385812C737d685,RUNESTONE_FENRIR1,560,1
26,BbccF7842070c16310007D8A23385812C737d685,RUNESTONE_FENRIR3,50,1
26,BbccF7842070c16310007D8A23385812C737d685,RUNESTONE_FENRIR2,150,1
27,0008b5E459C660DaDb394963A283A41361d325b1,RUNESTONE_FENRIR2,150,1
27,0008b5E459C660DaDb394963A283A41361d325b1,RUNESTONE_FENRIR3,50,1
27,0008b5E459C660DaDb394963A283A41361d325b1,RUNESTONE_FENRIR1,560,1
28,0e9D5F7429F588086b6135669E85d26b5d889D12,RUNESTONE_FENRIR3,50,1
28,0e9D5F7429F588086b6135669E85d26b5d889D12,RUNESTONE_FENRIR2,150,1
28,0e9D5F7429F588086b6135669E85d26b5d889D12,RUNESTONE_FENRIR1,560,1
29,995B5D1E1259fA75b7D8DC2cb741819e742C1488,RUNESTONE_FENRIR2,150,1
29,995B5D1E1259fA75b7D8DC2cb741819e742C1488,RUNESTONE_FENRIR3,50,1
29,995B5D1E1259fA75b7D8DC2cb741819e742C1488,RUNESTONE_FENRIR1,560,1
30,f86881a2A01fc155772083ec8C55b56A710B53AB,RUNESTONE_FENRIR2,150,1
30,f86881a2A01fc155772083ec8C55b56A710B53AB,RUNESTONE_FENRIR3,50,1
30,f86881a2A01fc155772083ec8C55b56A710B53AB,RUNESTONE_FENRIR1,560,1
31,68292FDf511FC419913CaAa3237D6A431ec0e6EF,RUNESTONE_FENRIR3,50,1
31,68292FDf511FC419913CaAa3237D6A431ec0e6EF,RUNESTONE_FENRIR1,560,1
31,68292FDf511FC419913CaAa3237D6A431ec0e6EF,RUNESTONE_FENRIR2,150,1
32,7C571a11f7cCBd54934596a6E3fbd18EF64a812d,RUNESTONE_FENRIR1,560,1
32,7C571a11f7cCBd54934596a6E3fbd18EF64a812d,RUNESTONE_FENRIR2,150,1
32,7C571a11f7cCBd54934596a6E3fbd18EF64a812d,RUNESTONE_FENRIR3,50,1
33,8aDFB6a557527270cA42A9f9BB9B120D8F023415,RUNESTONE_FENRIR2,150,1
33,8aDFB6a557527270cA42A9f9BB9B120D8F023415,RUNESTONE_FENRIR3,50,1
33,8aDFB6a557527270cA42A9f9BB9B120D8F023415,RUNESTONE_FENRIR1,560,1
34,2A17dEc73D95E1cc80bFA018aaC836d4B233eE49,RUNESTONE_FENRIR1,560,1
34,2A17dEc73D95E1cc80bFA018aaC836d4B233eE49,RUNESTONE_FENRIR2,150,1
34,2A17dEc73D95E1cc80bFA018aaC836d4B233eE49,RUNESTONE_FENRIR3,50,1
35,A222Ac97A3dac14E743dd9fEDF3f4a7E28e15011,RUNESTONE_FENRIR2,150,1
35,A222Ac97A3dac14E743dd9fEDF3f4a7E28e15011,RUNESTONE_FENRIR1,560,1
35,A222Ac97A3dac14E743dd9fEDF3f4a7E28e15011,RUNESTONE_FENRIR3,50,1
36,3b7a47daAece48807Fc00a310B05BD9f5D26736e,RUNESTONE_FENRIR2,150,1
36,3b7a47daAece48807Fc00a310B05BD9f5D26736e,RUNESTONE_FENRIR1,560,1
36,3b7a47daAece48807Fc00a310B05BD9f5D26736e,RUNESTONE_FENRIR3,50,1
37,a0ec983b07b3266571b0C336c80D8eC9bb791898,RUNESTONE_FENRIR2,150,1
37,a0ec983b07b3266571b0C336c80D8eC9bb791898,RUNESTONE_FENRIR1,560,1
37,a0ec983b07b3266571b0C336c80D8eC9bb791898,RUNESTONE_FENRIR3,50,1
38,Fe624725cAc2eebb70c2634fC7a2eaabACC8f71C,RUNESTONE_FENRIR3,50,1
38,Fe624725cAc2eebb70c2634fC7a2eaabACC8f71C,RUNESTONE_FENRIR1,560,1
38,Fe624725cAc2eebb70c2634fC7a2eaabACC8f71C,RUNESTONE_FENRIR2,150,1
39,bD4Af00c622420b2C506C3401A68BCC282df3eAB,RUNESTONE_FENRIR3,50,1
39,bD4Af00c622420b2C506C3401A68BCC282df3eAB,RUNESTONE_FENRIR1,560,1
39,bD4Af00c622420b2C506C3401A68BCC282df3eAB,RUNESTONE_FENRIR2,150,1
40,B260C59Ee2F14f0212AfFCc454196133E6622a4a,RUNESTONE_FENRIR3,50,2
40,B260C59Ee2F14f0212AfFCc454196133E6622a4a,RUNESTONE_FENRIR1,560,2
40,B260C59Ee2F14f0212AfFCc454196133E6622a4a,RUNESTONE_FENRIR2,150,2
41,5576c71d14b9d7E462ee9cD1aa05849de91c693d,RUNESTONE_FENRIR2,150,2
41,5576c71d14b9d7E462ee9cD1aa05849de91c693d,RUNESTONE_FENRIR1,560,2
41,5576c71d14b9d7E462ee9cD1aa05849de91c693d,RUNESTONE_FENRIR3,50,2
42,5b65f5D0e23383FA18d74A62FbEa383c7D11F29d,RUNESTONE_FENRIR3,50,2
42,5b65f5D0e23383FA18d74A62FbEa383c7D11F29d,RUNESTONE_FENRIR2,150,2
42,5b65f5D0e23383FA18d74A62FbEa383c7D11F29d,RUNESTONE_FENRIR1,560,2
43,0B3BB3150B70317E51B5Ae6AaF478A614e2db46d,RUNESTONE_FENRIR3,50,2
43,0B3BB3150B70317E51B5Ae6AaF478A614e2db46d,RUNESTONE_FENRIR2,150,2
43,0B3BB3150B70317E51B5Ae6AaF478A614e2db46d,RUNESTONE_FENRIR1,560,2
44,fD740015Ff8aec514706BDa5F2Cc74ee4573B9c0,RUNESTONE_FENRIR3,50,2
44,fD740015Ff8aec514706BDa5F2Cc74ee4573B9c0,RUNESTONE_FENRIR2,150,2
44,fD740015Ff8aec514706BDa5F2Cc74ee4573B9c0,RUNESTONE_FENRIR1,560,2
45,d0190D103ecC827F6145C9aa79d9BB8CCBEeE875,RUNESTONE_FENRIR1,560,2
45,d0190D103ecC827F6145C9aa79d9BB8CCBEeE875,RUNESTONE_FENRIR2,150,2
45,d0190D103ecC827F6145C9aa79d9BB8CCBEeE875,RUNESTONE_FENRIR3,50,2
46,A07301794cB05EAAb2a99aD5Cc63A722B11106b7,RUNESTONE_FENRIR1,560,2
46,A07301794cB05EAAb2a99aD5Cc63A722B11106b7,RUNESTONE_FENRIR3,50,2
46,A07301794cB05EAAb2a99aD5Cc63A722B11106b7,RUNESTONE_FENRIR2,150,2
47,15D001bBA3F3bd8D9FBb28F3847f78760B37A17D,RUNESTONE_FENRIR3,50,2
47,15D001bBA3F3bd8D9FBb28F3847f78760B37A17D,RUNESTONE_FENRIR1,560,2
47,15D001bBA3F3bd8D9FBb28F3847f78760B37A17D,RUNESTONE_FENRIR2,150,2
48,83D1Ce98Cc3821766b0Cb3963513F50200A84b0E,RUNESTONE_FENRIR3,50,2
48,83D1Ce98Cc3821766b0Cb3963513F50200A84b0E,RUNESTONE_FENRIR2,150,2
48,83D1Ce98Cc3821766b0Cb3963513F50200A84b0E,RUNESTONE_FENRIR1,560,2
49,C7Cf617516c01d3bb6AE20707dE52B81113FC790,RUNESTONE_FENRIR3,50,2
49,C7Cf617516c01d3bb6AE20707dE52B81113FC790,RUNESTONE_FENRIR2,150,2
49,C7Cf617516c01d3bb6AE20707dE52B81113FC790,RUNESTONE_FENRIR1,560,2
50,acEAef2b1c677eD3689e7f344ecBB5Ae0f1ed4f4,RUNESTONE_FENRIR1,560,2
50,acEAef2b1c677eD3689e7f344ecBB5Ae0f1ed4f4,RUNESTONE_FENRIR2,150,2
50,acEAef2b1c677eD3689e7f344ecBB5Ae0f1ed4f4,RUNESTONE_FENRIR3,50,2
51,0278B2cA3a7970fE27bfd0506d01d0d1d20cB3a6,RUNESTONE_FENRIR1,560,2
51,0278B2cA3a7970fE27bfd0506d01d0d1d20cB3a6,RUNESTONE_FENRIR2,150,2
51,0278B2cA3a7970fE27bfd0506d01d0d1d20cB3a6,RUNESTONE_FENRIR3,50,2
52,CC37c4ABBd96F978Af5ed3b85F6346f0029Fa4B6,RUNESTONE_FENRIR3,50,2
52,CC37c4ABBd96F978Af5ed3b85F6346f0029Fa4B6,RUNESTONE_FENRIR1,560,2
52,CC37c4ABBd96F978Af5ed3b85F6346f0029Fa4B6,RUNESTONE_FENRIR2,150,2
53,1e09B7D04b9D5B3C156dc3a2D58b0AEdfDAb599F,RUNESTONE_FENRIR1,560,2
53,1e09B7D04b9D5B3C156dc3a2D58b0AEdfDAb599F,RUNESTONE_FENRIR3,50,2
53,1e09B7D04b9D5B3C156dc3a2D58b0AEdfDAb599F,RUNESTONE_FENRIR2,150,2
54,88eC7e7fDBFf202b024C108c0E205C0A7a6b5DDb,RUNESTONE_FENRIR2,150,2
54,88eC7e7fDBFf202b024C108c0E205C0A7a6b5DDb,RUNESTONE_FENRIR1,560,2
54,88eC7e7fDBFf202b024C108c0E205C0A7a6b5DDb,RUNESTONE_FENRIR3,50,2
55,81279f10F9d5E661FD7862981629d1c0E4E6a771,RUNESTONE_FENRIR3,50,2
55,81279f10F9d5E661FD7862981629d1c0E4E6a771,RUNESTONE_FENRIR2,150,2
55,81279f10F9d5E661FD7862981629d1c0E4E6a771,RUNESTONE_FENRIR1,560,2
56,2ffd59CF7c5ed6Dcee1Be4FB95e8fC31D18d88Ac,RUNESTONE_FENRIR3,50,2
56,2ffd59CF7c5ed6Dcee1Be4FB95e8fC31D18d88Ac,RUNESTONE_FENRIR2,150,2
56,2ffd59CF7c5ed6Dcee1Be4FB95e8fC31D18d88Ac,RUNESTONE_FENRIR1,560,2
57,B1d87D3A4E1a49EfA3C81f738CA46804dDc82AD1,RUNESTONE_FENRIR3,50,2
57,B1d87D3A4E1a49EfA3C81f738CA46804dDc82AD1,RUNESTONE_FENRIR2,150,2
57,B1d87D3A4E1a49EfA3C81f738CA46804dDc82AD1,RUNESTONE_FENRIR1,560,2
58,d4DB6b284434fc37568DFb78eDc4f11331F9ec74,RUNESTONE_FENRIR2,150,2
58,d4DB6b284434fc37568DFb78eDc4f11331F9ec74,RUNESTONE_FENRIR1,560,2
58,d4DB6b284434fc37568DFb78eDc4f11331F9ec74,RUNESTONE_FENRIR3,50,2
59,017f5Dd20ca19Ff3E3670E4f20497F8dD26aF212,RUNESTONE_FENRIR3,50,3
59,017f5Dd20ca19Ff3E3670E4f20497F8dD26aF212,RUNESTONE_FENRIR2,150,3
59,017f5Dd20ca19Ff3E3670E4f20497F8dD26aF212,RUNESTONE_FENRIR1,560,3
60,8a6197BC5755ADC0C7E0174Cd64d9Fba2533b0fD,RUNESTONE_FENRIR1,560,3
60,8a6197BC5755ADC0C7E0174Cd64d9Fba2533b0fD,RUNESTONE_FENRIR2,150,3
60,8a6197BC5755ADC0C7E0174Cd64d9Fba2533b0fD,RUNESTONE_FENRIR3,50,3
61,F94f04f4672c1242731975721e88C55FDBc340CD,RUNESTONE_FENRIR1,560,3
61,F94f04f4672c1242731975721e88C55FDBc340CD,RUNESTONE_FENRIR3,50,3
61,F94f04f4672c1242731975721e88C55FDBc340CD,RUNESTONE_FENRIR2,150,3
62,5b05a3cDF7e53845e5B9939C7668dd3Af6248Fef,RUNESTONE_FENRIR1,560,3
62,5b05a3cDF7e53845e5B9939C7668dd3Af6248Fef,RUNESTONE_FENRIR3,50,3
62,5b05a3cDF7e53845e5B9939C7668dd3Af6248Fef,RUNESTONE_FENRIR2,150,3
63,21CEC3F0bBFfe005F7378c27d537659F257718bd,RUNESTONE_FENRIR2,150,3
63,21CEC3F0bBFfe005F7378c27d537659F257718bd,RUNESTONE_FENRIR1,560,3
63,21CEC3F0bBFfe005F7378c27d537659F257718bd,RUNESTONE_FENRIR3,50,3
64,DD21DCc1A9d393550A49999363e383c8409Ee1A2,RUNESTONE_FENRIR3,50,3
64,DD21DCc1A9d393550A49999363e383c8409Ee1A2,RUNESTONE_FENRIR1,560,3
64,DD21DCc1A9d393550A49999363e383c8409Ee1A2,RUNESTONE_FENRIR2,150,3
65,7459891A8862d26ff5aF86846a4c080f93f2E3c7,RUNESTONE_FENRIR3,50,3
65,7459891A8862d26ff5aF86846a4c080f93f2E3c7,RUNESTONE_FENRIR1,560,3
65,7459891A8862d26ff5aF86846a4c080f93f2E3c7,RUNESTONE_FENRIR2,150,3
66,41178eb96B6ca06d975f6D96459Af9D27349b1C1,RUNESTONE_FENRIR2,150,3
66,41178eb96B6ca06d975f6D96459Af9D27349b1C1,RUNESTONE_FENRIR3,50,3
66,41178eb96B6ca06d975f6D96459Af9D27349b1C1,RUNESTONE_FENRIR1,560,3
67,074F9A35ea4f47deB1dAC246Ce438053FaDCfe83,RUNESTONE_FENRIR1,560,3
67,074F9A35ea4f47deB1dAC246Ce438053FaDCfe83,RUNESTONE_FENRIR3,50,3
67,074F9A35ea4f47deB1dAC246Ce438053FaDCfe83,RUNESTONE_FENRIR2,150,3
68,732a63542e63Ad6c35C44959272c4094F49f9871,RUNESTONE_FENRIR1,560,3
68,732a63542e63Ad6c35C44959272c4094F49f9871,RUNESTONE_FENRIR3,50,3
68,732a63542e63Ad6c35C44959272c4094F49f9871,RUNESTONE_FENRIR2,150,3
69,648597D958A49Da45ac51f9DB734D7aBee8612Df,RUNESTONE_FENRIR1,560,3
69,648597D958A49Da45ac51f9DB734D7aBee8612Df,RUNESTONE_FENRIR3,50,3
69,648597D958A49Da45ac51f9DB734D7aBee8612Df,RUNESTONE_FENRIR2,150,3
70,c7f50198fe238fC3d1bFB4330139C18e1feC4F3A,RUNESTONE_FENRIR1,560,3
70,c7f50198fe238fC3d1bFB4330139C18e1feC4F3A,RUNESTONE_FENRIR2,150,3
70,c7f50198fe238fC3d1bFB4330139C18e1feC4F3A,RUNESTONE_FENRIR3,50,3
71,D8dB2304665b932C636498215F6f4df003C73ea1,RUNESTONE_FENRIR1,560,3
71,D8dB2304665b932C636498215F6f4df003C73ea1,RUNESTONE_FENRIR3,50,3
71,D8dB2304665b932C636498215F6f4df003C73ea1,RUNESTONE_FENRIR2,150,3
72,8733E8e4872F3b47786F590f4Aa426C702435527,RUNESTONE_FENRIR1,560,3
72,8733E8e4872F3b47786F590f4Aa426C702435527,RUNESTONE_FENRIR2,150,3
72,8733E8e4872F3b47786F590f4Aa426C702435527,RUNESTONE_FENRIR3,50,3
73,7F9EB9E3A73a6F242cA4Aa2329e4F1cc8263417B,RUNESTONE_FENRIR1,560,3
73,7F9EB9E3A73a6F242cA4Aa2329e4F1cc8263417B,RUNESTONE_FENRIR2,150,3
73,7F9EB9E3A73a6F242cA4Aa2329e4F1cc8263417B,RUNESTONE_FENRIR3,50,3
74,f5C647ca1e7AcE9748FA90d4e4fd9D34c6799A78,RUNESTONE_FENRIR2,150,3
74,f5C647ca1e7AcE9748FA90d4e4fd9D34c6799A78,RUNESTONE_FENRIR1,560,3
74,f5C647ca1e7AcE9748FA90d4e4fd9D34c6799A78,RUNESTONE_FENRIR3,50,3
75,1d7a8b32241CB4165a0C50a9e9891Eb436eb0926,RUNESTONE_FENRIR1,560,3
75,1d7a8b32241CB4165a0C50a9e9891Eb436eb0926,RUNESTONE_FENRIR2,150,3
75,1d7a8b32241CB4165a0C50a9e9891Eb436eb0926,RUNESTONE_FENRIR3,50,3
76,4714998552b01c4f717DD0D6911d4AD6c8CC996E,RUNESTONE_FENRIR3,50,3
76,4714998552b01c4f717DD0D6911d4AD6c8CC996E,RUNESTONE_FENRIR1,560,3
76,4714998552b01c4f717DD0D6911d4AD6c8CC996E,RUNESTONE_FENRIR2,150,3
77,958a5F1AA335F015bFc9982A99Fe6a802a876819,RUNESTONE_FENRIR3,50,3
77,958a5F1AA335F015bFc9982A99Fe6a802a876819,RUNESTONE_FENRIR1,560,3
77,958a5F1AA335F015bFc9982A99Fe6a802a876819,RUNESTONE_FENRIR2,150,3
78,2174a31cfD10Dd08535C32f9edC278E9939530d7,RUNESTONE_FENRIR2,150,3
78,2174a31cfD10Dd08535C32f9edC278E9939530d7,RUNESTONE_FENRIR1,560,3
78,2174a31cfD10Dd08535C32f9edC278E9939530d7,RUNESTONE_FENRIR3,50,3
79,727208F580Dca7c5af9b375532411f1d4e59c2e2,RUNESTONE_FENRIR2,150,4
79,727208F580Dca7c5af9b375532411f1d4e59c2e2,RUNESTONE_FENRIR1,560,4
79,727208F580Dca7c5af9b375532411f1d4e59c2e2,RUNESTONE_FENRIR3,50,4
80,Edf9da3e82e38271b7c84Cf04f2A052C53DA92e3,RUNESTONE_FENRIR2,150,4
80,Edf9da3e82e38271b7c84Cf04f2A052C53DA92e3,RUNESTONE_FENRIR3,50,4
80,Edf9da3e82e38271b7c84Cf04f2A052C53DA92e3,RUNESTONE_FENRIR1,560,4
81,CD3175bfB63f42F6d56B1B7Ba552db9B956a1Ccd,RUNESTONE_FENRIR3,50,4
81,CD3175bfB63f42F6d56B1B7Ba552db9B956a1Ccd,RUNESTONE_FENRIR2,150,4
81,CD3175bfB63f42F6d56B1B7Ba552db9B956a1Ccd,RUNESTONE_FENRIR1,560,4
82,26a23B4166e9B23c5BB16B643c2d9A6E37155B6D,RUNESTONE_FENRIR1,560,4
82,26a23B4166e9B23c5BB16B643c2d9A6E37155B6D,RUNESTONE_FENRIR2,150,4
82,26a23B4166e9B23c5BB16B643c2d9A6E37155B6D,RUNESTONE_FENRIR3,50,4
83,259e026771BFC59fB5BC17c20A2e6512f3c26c3A,RUNESTONE_FENRIR2,150,4
83,259e026771BFC59fB5BC17c20A2e6512f3c26c3A,RUNESTONE_FENRIR1,560,4
83,259e026771BFC59fB5BC17c20A2e6512f3c26c3A,RUNESTONE_FENRIR3,50,4
84,315D78E0F8882212524646dE4632e38B29f42066,RUNESTONE_FENRIR1,560,4
84,315D78E0F8882212524646dE4632e38B29f42066,RUNESTONE_FENRIR2,150,4
84,315D78E0F8882212524646dE4632e38B29f42066,RUNESTONE_FENRIR3,50,4
85,5D233feD43d094502642F792ee9b383A952727bF,RUNESTONE_FENRIR2,150,4
85,5D233feD43d094502642F792ee9b383A952727bF,RUNESTONE_FENRIR3,50,4
85,5D233feD43d094502642F792ee9b383A952727bF,RUNESTONE_FENRIR1,560,4
86,60f85442395267eF35aC056985156821039aFdE5,RUNESTONE_FENRIR1,560,4
86,60f85442395267eF35aC056985156821039aFdE5,RUNESTONE_FENRIR2,150,4
86,60f85442395267eF35aC056985156821039aFdE5,RUNESTONE_FENRIR3,50,4
87,BF73706A8C83104aec95c1B85e5fc30D85c30E72,RUNESTONE_FENRIR3,50,4
87,BF73706A8C83104aec95c1B85e5fc30D85c30E72,RUNESTONE_FENRIR2,150,4
87,BF73706A8C83104aec95c1B85e5fc30D85c30E72,RUNESTONE_FENRIR1,560,4
88,4eAd446eAF8b3f406C7b03539f9Ccef4721f25b7,RUNESTONE_FENRIR2,150,4
88,4eAd446eAF8b3f406C7b03539f9Ccef4721f25b7,RUNESTONE_FENRIR1,560,4
88,4eAd446eAF8b3f406C7b03539f9Ccef4721f25b7,RUNESTONE_FENRIR3,50,4
89,Dc0D99002300a41739993cF91181A5A25F10bb5c,RUNESTONE_FENRIR1,560,4
89,Dc0D99002300a41739993cF91181A5A25F10bb5c,RUNESTONE_FENRIR3,50,4
89,Dc0D99002300a41739993cF91181A5A25F10bb5c,RUNESTONE_FENRIR2,150,4
90,E4c1febbCA0FF6d0637a57cb7f7a0366040d2677,RUNESTONE_FENRIR1,560,4
90,E4c1febbCA0FF6d0637a57cb7f7a0366040d2677,RUNESTONE_FENRIR3,50,4
90,E4c1febbCA0FF6d0637a57cb7f7a0366040d2677,RUNESTONE_FENRIR2,150,4
91,700CF148D724b6B4a6116642339361c203743737,RUNESTONE_FENRIR2,150,4
91,700CF148D724b6B4a6116642339361c203743737,RUNESTONE_FENRIR3,50,4
91,700CF148D724b6B4a6116642339361c203743737,RUNESTONE_FENRIR1,560,4
92,1226137BC21b3B7033da0bFeaee82f9eA1A22476,RUNESTONE_FENRIR3,50,4
92,1226137BC21b3B7033da0bFeaee82f9eA1A22476,RUNESTONE_FENRIR1,560,4
92,1226137BC21b3B7033da0bFeaee82f9eA1A22476,RUNESTONE_FENRIR2,150,4
93,267C74fb329E3E6d5CDB0E222D083900CCc0FeEC,RUNESTONE_FENRIR1,560,4
93,267C74fb329E3E6d5CDB0E222D083900CCc0FeEC,RUNESTONE_FENRIR3,50,4
93,267C74fb329E3E6d5CDB0E222D083900CCc0FeEC,RUNESTONE_FENRIR2,150,4
